Income,Firstdate,Lastdate,Amount,rfaf2,glast,gavr,class,rfaa2_G,rfaa2_E,rfaa2_F,pepstrfl_0
2,8610,9609,0.16,1,15,14.43,0,0,0,1,1
5,9509,9601,0.1,2,56,70.5,0,1,0,0,1
0,9102,9601,0.15,2,17,11.77,1,0,0,1,1
5,8610,9512,0.24,1,25,8.11,0,1,0,0,0
1,9103,9603,0.27,4,3,4.14,0,0,0,0,0
1,8807,9512,0.16,1,15,9.72,0,0,0,1,1
2,9309,9601,0.15,2,13,11.0,0,0,0,1,0
4,9510,9510,0.07,1,15,15.0,0,0,0,1,1
1,9603,9603,0.1,1,50,50.0,0,1,0,0,1
3,9307,9512,0.18,3,10,13.37,0,0,0,1,1
2,8702,9512,0.24,4,5,4.61,0,0,0,0,0
2,8909,9512,0.1,1,17,12.2,0,0,0,1,1
3,9012,9511,0.12,1,20,11.5,0,0,0,1,1
0,9210,9509,0.28,4,16,12.84,0,0,0,1,0
0,9109,9512,0.12,2,10,9.16,0,0,0,1,1
7,9301,9601,0.1,1,28,10.75,1,1,0,0,0
5,9209,9603,0.17,3,10,8.87,0,0,1,0,0
3,9510,9602,0.1,1,3,9.0,0,0,0,1,1
1,9601,9601,0.07,1,15,15.0,0,0,0,1,1
1,8610,9512,0.26,4,5,6.63,0,0,0,0,0
7,9401,9702,0.14,2,0,10.6,0,0,0,1,0
2,9402,9512,0.21,3,15,12.75,0,0,0,1,0
4,9109,9602,0.17,3,16,13.6,0,0,0,1,1
1,9603,9603,0.1,1,20,20.0,0,0,0,1,1
1,8711,9512,0.27,4,10,13.04,0,0,1,0,0
4,8809,9505,0.34,2,10,12.16,0,0,0,1,0
0,9401,9512,0.08,1,20,21.66,0,0,0,1,1
3,9401,9603,0.15,3,12,8.4,0,0,1,0,1
1,9301,9512,0.1,2,10,11.33,0,0,0,1,1
7,9310,9503,0.09,1,21,13.66,0,0,0,1,1
5,8911,9505,0.14,1,45,29.1,0,1,0,0,1
5,9501,9512,0.16,3,10,10.0,0,0,1,0,1
1,8809,9603,0.2,2,10,9.11,0,0,1,0,0
2,8612,9601,0.29,3,11,6.77,0,0,1,0,0
4,9602,9603,0.12,2,5,12.5,0,0,0,1,1
3,8703,9702,0.18,1,10,10.23,0,0,0,1,1
0,8612,9511,0.22,1,10,6.25,0,0,1,0,0
5,9306,9701,0.34,4,7,7.71,1,0,0,0,0
7,8812,9603,0.09,1,25,23.55,0,1,0,0,1
0,8909,9602,0.13,1,13,13.5,0,0,0,1,1
2,9302,9602,0.21,3,14,10.3,0,0,1,0,0
5,8906,9505,0.23,1,15,12.06,0,0,0,1,0
5,8701,9601,0.25,2,11,7.8,0,0,1,0,0
5,8905,9506,0.23,2,29,20.11,0,1,0,0,0
2,8712,9509,0.2,3,12,9.64,0,0,1,0,0
3,9409,9508,0.06,1,24,21.0,0,0,0,1,1
1,8110,9603,0.66,3,6,5.35,0,0,0,0,0
0,9209,9504,0.06,1,20,15.0,0,0,0,1,1
1,9502,9602,0.22,4,6,4.66,0,0,0,0,0
7,9309,9504,0.11,1,20,11.5,0,0,0,1,1
0,9304,9602,0.07,1,25,15.4,0,1,0,0,1
1,9102,9512,0.12,1,20,12.85,0,0,0,1,0
1,9211,9610,0.15,2,15,11.85,0,0,0,1,1
4,9506,9601,0.17,4,10,7.25,0,0,1,0,0
2,9409,9508,0.2,2,15,8.83,0,0,0,1,1
6,8701,9511,0.21,1,10,8.56,0,0,1,0,0
1,8703,9512,0.37,3,10,9.9,0,0,0,1,0
2,8906,9509,0.22,1,17,5.9,0,0,0,1,0
4,8711,9603,0.23,2,10,6.7,0,0,1,0,0
0,9510,9510,0.07,1,15,15.0,0,0,0,1,1
7,9209,9512,0.18,2,25,15.12,0,1,0,0,1
4,9301,9509,0.13,1,20,13.33,0,0,0,1,0
5,8809,9509,0.18,1,20,11.63,1,0,0,1,1
0,9110,9512,0.37,4,15,10.04,0,0,0,1,0
0,8809,9512,0.11,2,25,18.42,0,1,0,0,1
7,9301,9601,0.14,3,15,13.88,0,0,0,1,0
2,9309,9512,0.27,2,15,13.0,0,0,0,1,0
2,9401,9512,0.32,4,5,5.18,0,0,0,0,0
0,9509,9509,0.06,1,25,25.0,0,1,0,0,1
0,8801,9601,0.2,2,19,8.69,0,0,0,1,0
4,9111,9601,0.29,2,15,8.35,0,1,0,0,0
4,9406,9508,0.17,4,8,7.5,1,0,0,0,1
6,8610,9511,0.2,1,20,14.38,0,0,0,1,0
1,9507,9507,0.05,1,20,20.0,0,0,0,1,1
0,8612,9510,0.11,1,50,27.87,0,1,0,0,1
0,9310,9511,0.2,4,6,5.83,0,0,0,0,1
0,9401,9504,0.18,1,20,16.83,0,0,0,1,0
0,8909,9603,0.2,3,7,6.16,1,0,0,0,0
0,8811,9512,0.37,3,10,8.75,0,0,1,0,0
3,9506,9510,0.08,2,25,22.5,0,1,0,0,1
3,8608,9512,0.5,3,5,9.63,0,0,1,0,0
1,9502,9603,0.09,1,20,20.0,0,0,0,1,1
0,8610,9510,0.16,2,50,31.92,0,1,0,0,0
0,8608,9509,0.27,1,35,20.86,0,1,0,0,0
0,8809,9602,0.2,1,10,9.71,0,0,1,0,0
0,8702,9602,0.28,4,5,5.05,1,0,0,0,0
0,8807,9601,0.32,2,10,7.63,0,0,1,0,0
4,9510,9610,0.18,2,10,10.75,0,0,0,1,0
3,9212,9512,0.2,3,20,10.55,0,0,0,1,1
2,9601,9601,0.07,1,25,25.0,0,1,0,0,1
3,9504,9601,0.14,3,12,11.33,0,0,1,0,1
6,9011,9512,0.21,3,6,10.92,0,0,1,0,0
2,8701,9602,0.17,1,25,8.63,0,1,0,0,0
3,9004,9509,0.22,1,20,10.86,0,0,0,1,0
4,8705,9509,0.15,1,25,11.27,0,1,0,0,0
6,8704,9509,0.13,1,20,12.25,0,0,0,1,0
7,9201,9509,0.18,2,15,10.88,0,0,0,1,0
7,8802,9601,0.26,4,9,6.47,0,0,0,0,0
5,9401,9602,0.14,1,20,8.8,0,0,0,1,0
0,8609,9504,0.28,1,11,6.4,0,0,1,0,0
3,9104,9510,0.22,2,13,8.66,0,0,1,0,0
4,8608,9603,0.28,1,20,7.06,0,0,0,1,0
2,8611,9702,0.15,2,30,19.0,0,0,0,1,0
5,9011,9606,0.24,3,10,12.75,1,1,0,0,0
5,9103,9512,0.16,3,10,10.33,0,0,1,0,0
5,9005,9601,0.23,4,5,5.35,0,0,0,0,1
0,8710,9602,0.24,2,10,7.16,0,0,1,0,0
0,9510,9510,0.07,1,15,15.0,0,0,0,1,1
3,9507,9601,0.09,2,15,10.0,0,0,0,1,1
5,9309,9603,0.26,4,5,6.18,0,0,0,0,0
3,9001,9603,0.2,3,10,7.69,0,0,1,0,0
6,9412,9512,0.1,1,15,11.5,0,0,0,1,1
5,9310,9511,0.3,3,14,13.33,0,0,0,1,0
1,8702,9512,0.19,2,15,8.71,0,0,0,1,0
5,9309,9601,0.19,3,10,10.0,0,1,0,0,0
3,9001,9603,0.13,1,20,15.25,0,0,0,1,0
0,9311,9602,0.09,1,20,12.0,0,0,0,1,1
4,8705,9602,0.2,1,10,7.43,0,0,1,0,0
2,9502,9602,0.19,3,10,8.4,0,0,1,0,0
4,9110,9511,0.11,1,20,12.83,0,0,0,1,1
5,8910,9602,0.15,4,10,8.16,0,0,1,0,1
1,8612,9508,0.18,1,20,9.69,0,0,0,1,0
5,9209,9603,0.3,4,3,5.6,0,0,0,0,0
3,9507,9601,0.17,3,10,6.66,0,0,1,0,1
2,8609,9603,0.2,3,25,13.0,0,1,0,0,0
5,9210,9510,0.19,4,5,5.25,0,0,0,0,0
7,8701,9603,0.21,3,10,9.53,0,0,0,1,0
2,9009,9601,0.08,1,20,15.0,0,0,0,1,1
0,9110,9603,0.21,4,7,5.4,0,0,0,0,0
0,8609,9512,0.32,1,25,18.5,0,1,0,0,0
6,9412,9507,0.09,1,20,20.0,0,0,0,1,1
5,9011,9511,0.18,1,20,11.8,0,0,0,1,0
1,8608,9511,0.27,3,5,5.81,0,0,0,0,0
4,9309,9511,0.08,1,20,12.0,0,0,0,1,1
4,9301,9512,0.13,1,15,15.0,0,0,0,1,1
5,9102,9507,0.23,1,25,18.52,0,1,0,0,0
4,9202,9511,0.1,1,22,13.8,0,0,0,1,1
0,8610,9509,0.25,1,15,5.66,0,0,0,1,0
2,9305,9511,0.1,1,20,13.5,0,0,0,1,1
0,8803,9507,0.42,1,11,7.66,0,0,1,0,0
4,9510,9510,0.07,1,15,15.0,0,0,0,1,1
3,9409,9505,0.17,2,15,12.25,0,0,0,1,1
3,9302,9506,0.08,1,20,9.33,0,0,0,1,1
5,9602,9602,0.07,1,20,20.0,0,0,0,1,1
5,8705,9612,0.12,1,25,20.09,0,1,0,0,1
0,9409,9603,0.33,2,15,10.0,0,0,0,1,1
6,9110,9601,0.18,3,12,8.2,0,0,1,0,0
4,9410,9511,0.08,1,15,14.0,0,0,0,1,1
4,9104,9510,0.1,1,33,23.33,0,1,0,0,1
1,9112,9512,0.43,1,10,11.9,0,0,1,0,0
4,8809,9504,0.19,1,20,12.58,0,0,0,1,0
5,9105,9601,0.13,3,10,15.71,0,0,0,1,1
5,9202,9512,0.17,4,10,6.14,0,0,1,0,1
5,9508,9508,0.07,1,15,15.0,0,0,0,1,1
7,9201,9505,0.07,1,50,30.0,0,1,0,0,1
1,9310,9509,0.27,3,25,12.58,0,1,0,0,0
2,9003,9504,0.09,1,30,22.6,0,1,0,0,1
4,9010,9512,0.08,1,25,18.0,0,1,0,0,1
4,9509,9509,0.07,1,15,15.0,0,0,0,1,1
5,8809,9512,0.17,1,25,12.76,0,1,0,0,0
0,9310,9512,0.05,1,30,25.0,0,1,0,0,1
4,9602,9602,0.08,1,15,15.0,0,0,0,1,1
2,8704,9603,0.65,4,15,7.91,0,0,0,1,0
4,9211,9603,0.2,3,15,16.33,0,0,0,1,0
4,8803,9603,0.16,4,20,15.36,0,1,0,0,0
0,9506,9506,0.05,1,25,25.0,0,1,0,0,1
4,8704,9506,0.22,1,10,5.72,0,0,1,0,0
3,8801,9601,0.26,3,9,7.5,0,0,0,0,0
1,9302,9601,0.2,3,10,6.87,1,0,1,0,0
7,9408,9507,0.08,1,20,15.0,0,0,0,1,1
1,9410,9510,0.13,2,26,22.75,0,1,0,0,1
6,9301,9504,0.16,1,27,17.85,0,1,0,0,0
2,8702,9503,0.2,1,21,16.06,0,0,0,1,0
4,9603,9603,0.1,1,20,20.0,0,0,0,1,1
5,8704,9511,0.11,1,20,12.0,0,0,0,1,1
7,9602,9602,0.07,1,15,15.0,0,0,0,1,1
5,9601,9601,0.07,1,20,20.0,0,0,0,1,1
1,9509,9601,0.21,4,10,6.0,0,0,1,0,1
7,9302,9601,0.15,2,25,12.0,0,1,0,0,1
4,8707,9702,0.17,1,20,12.3,0,0,0,1,0
7,8612,9506,0.28,1,15,10.4,0,0,0,1,0
6,8810,9603,0.16,3,25,12.8,0,1,0,0,0
7,9302,9512,0.09,1,25,15.0,0,1,0,0,1
3,8607,9612,0.22,1,10,7.52,0,0,1,0,0
2,9512,9512,0.07,1,23,23.0,0,0,0,1,1
4,8910,9512,0.24,4,8,6.4,0,0,0,0,1
1,9501,9601,0.14,3,12,11.5,0,0,1,0,0
1,8909,9602,0.18,3,8,7.18,1,0,0,0,0
6,9501,9601,0.16,3,13,12.0,0,0,0,1,0
2,9501,9601,0.1,1,15,10.0,0,0,0,1,1
4,9412,9603,0.09,1,20,12.5,0,0,0,1,1
0,9603,9603,0.1,1,50,50.0,0,1,0,0,1
3,9001,9603,0.27,2,15,5.13,0,0,0,1,0
1,9301,9509,0.27,3,5,4.23,0,0,0,0,0
3,9009,9506,0.15,1,20,12.14,0,0,0,1,1
5,9102,9512,0.09,1,18,15.0,0,0,0,1,1
5,9503,9601,0.09,1,15,12.5,0,0,0,1,1
5,9409,9511,0.08,1,25,15.0,0,1,0,0,1
3,8703,9601,0.15,1,35,18.0,0,1,0,0,0
0,9601,9601,0.07,1,15,15.0,0,0,0,1,1
5,8810,9505,0.21,1,21,14.4,0,0,0,1,0
4,8912,9512,0.2,3,4,7.11,0,0,1,0,0
2,9601,9601,0.08,1,20,20.0,0,0,0,1,1
2,9102,9511,0.18,2,10,9.0,0,0,1,0,1
0,9402,9511,0.25,3,20,17.14,0,0,0,1,1
1,9311,9511,0.17,2,24,14.0,0,1,0,0,1
4,9601,9601,0.06,1,15,15.0,0,0,0,1,1
3,9109,9507,0.29,1,10,8.18,0,0,1,0,0
2,8902,9504,0.17,1,25,11.71,0,1,0,0,1
2,9302,9603,0.14,2,10,8.5,0,0,0,1,1
0,8610,9601,0.41,2,10,3.81,0,0,1,0,0
3,8809,9509,0.2,1,17,8.38,0,0,0,1,0
5,9102,9512,0.18,1,19,14.09,0,0,0,1,0
0,8803,9512,0.12,1,15,6.0,0,0,0,1,0
0,9209,9611,0.13,2,26,20.8,0,0,0,1,1
3,9312,9610,0.17,2,10,10.11,0,1,0,0,0
3,9110,9601,0.12,1,16,9.66,0,0,0,1,1
6,9209,9511,0.17,1,30,22.22,0,1,0,0,0
0,9301,9509,0.31,2,10,7.6,0,0,1,0,0
1,8702,9602,0.27,3,5,3.63,0,0,0,0,0
1,8607,9506,0.22,1,10,10.0,0,0,1,0,0
0,9210,9512,0.07,1,20,14.33,0,0,0,1,1
7,8810,9505,0.17,2,15,10.63,0,0,0,1,1
0,9509,9509,0.06,1,25,25.0,0,1,0,0,1
7,9211,9612,0.14,2,5,10.83,0,1,0,0,1
0,9402,9603,0.55,4,1,3.95,0,0,0,0,0
2,9601,9602,0.15,2,6,10.5,0,0,0,1,1
4,8703,9507,0.38,2,25,18.1,0,1,0,0,0
3,8610,9512,0.3,1,14,8.63,0,0,1,0,0
0,8809,9509,0.31,2,10,13.58,0,0,0,1,0
4,8707,9602,0.18,2,15,7.18,0,0,0,1,1
0,9510,9603,0.11,2,20,15.0,0,0,0,1,1
3,9210,9510,0.1,1,16,9.0,0,0,0,1,1
6,9506,9512,0.15,3,10,7.33,1,0,1,0,1
0,9404,9504,0.07,1,18,11.5,0,0,0,1,1
6,9310,9601,0.11,2,25,16.25,0,1,0,0,1
6,9001,9511,0.24,3,5,5.0,0,0,0,0,0
1,8803,9512,0.33,3,20,11.84,0,0,0,1,0
4,9301,9512,0.26,3,10,7.63,0,0,1,0,0
1,9310,9508,0.38,4,11,8.64,0,0,1,0,0
6,8805,9511,0.21,2,20,6.66,1,0,0,1,0
2,8609,9510,0.4,3,5,5.37,1,0,0,0,0
2,8609,9602,0.34,1,10,7.07,0,0,1,0,0
1,9103,9509,0.42,3,15,10.09,0,0,0,1,0
2,9302,9512,0.13,2,15,11.16,0,0,0,1,1
3,9501,9601,0.22,4,25,30.16,0,1,0,0,0
3,9109,9509,0.07,1,20,13.66,0,0,0,1,1
5,8703,9512,0.18,2,16,9.76,0,0,0,1,0
5,9201,9512,0.26,1,12,8.28,0,0,1,0,1
1,8705,9509,0.25,3,7,5.22,0,0,0,0,0
5,9506,9512,0.1,2,17,16.0,0,0,0,1,1
4,9510,9510,0.05,1,15,15.0,0,0,0,1,1
0,8612,9603,0.3,4,15,8.04,0,0,0,1,0
7,9401,9601,0.1,1,16,10.33,1,0,0,1,1
5,9003,9506,0.35,2,10,7.38,0,0,1,0,0
3,8809,9509,0.15,2,26,18.45,0,1,0,0,0
0,8909,9510,0.12,1,20,17.75,0,0,0,1,1
0,9109,9603,0.3,4,5,5.0,0,0,0,0,0
0,9510,9510,0.06,1,15,15.0,0,0,0,1,1
1,9401,9504,0.06,1,20,15.0,0,0,0,1,1
4,9501,9611,0.26,1,15,8.66,0,0,0,1,0
3,9109,9512,0.45,4,5,3.28,0,0,0,0,0
0,9504,9602,0.09,2,15,12.5,0,0,0,1,1
0,9309,9603,0.18,3,10,8.22,0,0,1,0,1
2,9201,9601,0.22,4,2,4.0,0,0,0,0,1
1,9110,9512,0.18,3,11,7.6,0,0,1,0,0
3,9501,9512,0.18,3,5,6.25,0,0,1,0,1
5,9511,9511,0.06,1,35,35.0,0,1,0,0,1
3,9201,9512,0.22,3,25,12.58,0,1,0,0,0
4,9210,9603,0.13,1,25,16.5,0,1,0,0,1
2,9110,9608,0.31,4,5,4.92,0,0,0,0,0
1,8609,9609,0.24,1,10,7.59,0,0,1,0,0
4,9507,9507,0.07,1,20,20.0,0,0,0,1,1
6,9209,9601,0.27,2,12,7.6,0,0,1,0,0
0,9301,9511,0.35,2,15,10.71,0,0,0,1,1
4,9101,9602,0.1,2,30,19.16,0,1,0,0,1
5,8611,9601,0.32,1,10,4.21,0,0,1,0,0
1,9312,9511,0.09,1,20,15.0,0,0,0,1,1
4,9310,9509,0.12,1,15,7.5,0,0,0,1,1
2,9410,9512,0.17,3,10,9.6,1,0,1,0,1
2,8612,9512,0.3,1,16,7.0,0,0,0,1,0
5,8612,9509,0.5,3,10,9.63,0,0,1,0,0
4,9102,9504,0.28,2,10,6.68,0,0,1,0,0
0,8910,9512,0.45,2,10,8.93,0,0,1,0,1
0,8911,9504,0.08,1,16,12.75,0,0,0,1,1
2,9107,9601,0.23,2,13,8.38,0,0,1,0,0
0,8609,9512,0.32,1,20,9.61,0,0,0,1,0
5,9507,9507,0.06,1,15,15.0,0,0,0,1,1
3,9211,9609,0.18,2,25,17.5,0,1,0,0,1
5,9410,9507,0.08,1,20,15.0,0,0,0,1,1
5,9507,9512,0.09,2,10,12.5,0,0,0,1,1
6,9509,9512,0.13,2,6,13.0,1,0,0,1,1
4,9412,9603,0.2,3,5,5.75,0,0,1,0,1
2,9402,9512,0.28,4,10,8.72,0,0,1,0,0
2,8901,9702,0.2,4,11,10.54,1,0,1,0,0
1,9601,9601,0.07,1,20,20.0,0,0,0,1,1
4,8902,9512,0.17,2,32,18.76,0,1,0,0,0
2,9110,9512,0.44,4,3,3.04,0,0,0,0,0
6,8909,9603,0.12,3,19,14.71,0,0,0,1,1
5,8608,9511,0.16,2,6,13.72,0,0,0,1,0
0,9402,9510,0.15,3,10,7.8,0,0,1,0,0
1,8610,9602,0.28,1,10,11.5,1,0,1,0,0
5,9404,9512,0.22,4,5,6.42,0,0,1,0,0
4,8803,9601,0.14,2,18,9.11,0,0,0,1,0
4,9002,9603,0.26,4,5,5.0,0,0,0,0,0
4,9109,9604,0.22,3,0,13.1,0,0,0,1,0
7,9104,9601,0.22,3,50,25.76,0,1,0,0,0
2,9110,9601,0.35,4,6,4.18,0,0,0,0,0
4,8809,9603,0.2,3,10,5.33,0,0,1,0,1
4,9209,9505,0.09,1,25,11.75,0,1,0,0,0
3,9002,9509,0.22,1,10,12.07,0,0,1,0,1
5,9302,9512,0.12,2,15,8.75,0,0,0,1,1
0,9004,9601,0.11,2,25,23.0,0,1,0,0,0
0,8801,9602,0.25,1,17,8.89,0,0,0,1,0
3,9309,9602,0.18,2,25,14.0,0,1,0,0,0
0,9101,9505,0.17,2,19,16.1,0,0,0,1,1
4,9001,9509,0.24,4,20,12.46,0,0,0,1,0
0,9309,9507,0.46,1,25,26.66,1,1,0,0,0
0,8711,9512,0.15,1,50,22.66,0,1,0,0,0
0,9109,9602,0.11,1,17,9.33,0,0,0,1,1
0,9502,9511,0.09,1,20,15.0,0,0,0,1,1
2,9212,9509,0.11,1,15,10.5,1,0,0,1,1
5,9102,9509,0.2,3,13,9.36,0,0,1,0,0
1,9411,9511,0.09,2,10,11.25,0,0,0,1,0
2,9009,9507,0.22,2,10,6.76,0,0,1,0,0
1,8608,9512,0.38,4,11,6.41,0,0,1,0,0
6,8801,9603,0.4,4,12,11.17,0,0,1,0,0
5,9212,9512,0.13,3,5,8.0,0,0,1,0,1
3,9406,9601,0.2,3,25,18.85,0,1,0,0,0
4,9310,9512,0.16,2,10,9.33,0,0,0,1,1
2,8701,9601,0.43,4,4,4.2,0,0,0,0,0
0,9601,9601,0.06,1,25,25.0,0,1,0,0,1
0,9109,9512,0.11,1,15,9.2,0,0,0,1,0
2,8609,9602,0.29,2,7,4.23,0,0,1,0,0
5,9410,9603,0.2,4,10,7.0,0,0,1,0,1
2,9104,9601,0.25,3,14,10.53,0,0,1,0,0
0,8704,9512,0.17,2,14,19.78,0,0,1,0,0
4,9501,9602,0.12,1,20,16.33,0,0,0,1,1
6,9603,9603,0.12,1,16,16.0,0,0,0,1,1
3,9110,9504,0.12,1,15,9.66,0,0,0,1,1
7,9301,9508,0.11,1,20,10.4,0,0,0,1,1
4,8707,9504,0.21,1,14,7.42,0,0,1,0,0
1,8809,9512,0.3,1,10,8.81,0,0,1,0,0
6,8910,9504,0.11,1,20,19.16,0,0,0,1,1
0,9602,9602,0.07,1,25,25.0,0,1,0,0,1
6,9410,9603,0.13,3,30,26.25,0,1,0,0,1
5,8810,9603,0.1,1,20,13.66,0,0,0,1,0
3,8906,9601,0.33,2,10,8.17,0,0,1,0,0
1,9104,9505,0.13,1,17,10.71,0,0,0,1,1
1,9001,9504,0.25,1,10,8.46,0,0,1,0,0
2,9511,9511,0.08,1,20,20.0,0,0,0,1,1
4,9010,9609,0.21,2,10,8.71,1,0,1,0,0
7,9402,9511,0.21,4,7,5.28,0,0,0,0,0
4,8704,9511,0.34,2,10,5.38,0,0,1,0,0
7,9304,9509,0.08,1,30,26.25,0,1,0,0,1
4,8608,9602,0.18,2,10,11.42,1,0,1,0,0
1,8706,9510,0.37,4,18,15.51,0,0,0,1,0
0,8610,9508,0.21,2,8,6.33,0,0,1,0,0
3,9011,9512,0.27,4,10,12.94,0,0,1,0,0
4,8810,9512,0.17,1,25,12.25,0,1,0,0,0
3,8612,9610,0.27,3,10,6.04,0,0,1,0,0
6,8612,9509,0.26,3,15,14.21,0,0,0,1,0
4,9412,9601,0.11,1,25,20.0,0,1,0,0,1
4,8612,9601,0.2,1,14,7.28,0,0,1,0,0
7,9210,9603,0.14,1,25,10.75,0,1,0,0,1
5,9401,9511,0.21,4,5,5.0,0,0,0,0,1
3,8805,9508,0.24,2,25,22.0,0,1,0,0,0
5,9408,9602,0.15,3,50,17.5,0,1,0,0,0
0,9502,9603,0.1,1,20,12.5,0,0,0,1,1
2,9501,9603,0.3,4,25,22.85,0,1,0,0,0
3,8810,9602,0.24,3,12,13.0,0,0,1,0,0
4,9311,9512,0.15,2,15,22.5,0,1,0,0,1
1,8910,9512,0.09,1,15,13.4,0,0,0,1,1
2,9501,9506,0.16,2,10,10.25,0,0,0,1,1
2,9602,9602,0.07,1,20,20.0,0,0,0,1,1
6,9301,9602,0.13,2,13,9.4,0,0,0,1,1
5,9310,9601,0.21,3,12,7.87,0,0,1,0,1
0,9209,9603,0.26,3,6,10.53,0,0,1,0,0
0,9503,9512,0.08,1,24,22.0,0,0,0,1,1
0,9506,9601,0.09,2,20,20.0,0,0,0,1,1
3,9110,9512,0.1,1,20,16.0,0,0,0,1,1
0,9201,9512,0.11,1,15,9.0,0,0,0,1,1
4,9104,9512,0.12,2,50,27.14,0,1,0,0,1
0,9409,9512,0.2,3,10,8.33,0,0,1,0,0
2,9601,9601,0.07,1,23,23.0,0,0,0,1,1
7,9506,9506,0.06,1,20,20.0,0,0,0,1,1
5,9402,9512,0.17,3,16,22.28,0,1,0,0,1
4,8801,9602,0.36,4,7,5.19,0,0,0,0,0
6,9509,9601,0.16,3,10,8.66,0,0,1,0,1
2,8701,9512,0.22,1,12,8.88,0,0,1,0,0
2,8612,9601,0.11,1,18,9.65,0,0,0,1,0
4,9102,9601,0.3,1,12,8.7,0,0,1,0,0
0,9501,9509,0.09,1,17,16.0,0,0,0,1,1
1,8608,9603,0.33,3,4,3.41,0,0,0,0,0
5,8612,9512,0.29,1,10,9.33,0,0,1,0,0
2,9507,9507,0.07,1,20,20.0,0,0,0,1,1
3,9301,9601,0.17,3,20,11.85,0,0,0,1,1
6,8610,9601,0.41,4,6,5.97,0,0,0,0,0
0,9302,9601,0.13,3,15,11.4,0,0,0,1,1
5,8809,9505,0.18,1,14,12.66,0,0,1,0,0
1,9301,9512,0.22,4,8,5.71,0,0,0,0,0
4,8811,9603,0.23,2,10,12.28,0,0,0,1,0
2,9109,9601,0.13,1,15,9.85,0,0,0,1,0
0,9009,9512,0.1,1,15,13.62,0,0,0,1,1
0,9103,9512,0.17,3,30,16.5,0,1,0,0,1
0,9601,9601,0.08,1,18,18.0,0,0,0,1,1
5,9602,9602,0.07,1,20,20.0,0,0,0,1,1
0,9511,9511,0.08,1,15,15.0,0,0,0,1,1
1,9507,9512,0.1,2,20,15.0,0,0,0,1,1
4,9103,9602,0.17,2,11,9.8,1,0,1,0,0
6,9001,9603,0.5,4,3,2.96,0,0,0,0,0
0,9201,9504,0.21,1,17,13.3,0,0,0,1,0
1,8705,9603,0.24,3,10,8.52,0,0,1,0,0
5,9309,9603,0.25,4,10,4.75,0,0,1,0,1
2,8608,9601,0.52,4,7,6.0,1,0,0,0,0
4,8608,9512,0.22,1,20,6.0,0,0,0,1,0
1,8608,9603,0.28,3,10,6.4,0,0,1,0,0
4,9009,9606,0.15,1,25,11.25,0,1,0,0,0
5,9309,9504,0.09,1,15,10.33,0,0,0,1,1
0,9209,9512,0.29,4,10,7.78,1,0,1,0,0
5,9109,9504,0.09,1,20,11.25,0,0,0,1,1
1,9101,9512,0.18,3,25,16.88,0,1,0,0,1
3,9501,9512,0.16,3,15,19.25,0,1,0,0,0
0,8608,9510,0.25,2,10,8.71,0,0,1,0,0
2,8811,9511,0.15,2,16,9.0,0,0,0,1,1
4,8809,9506,0.26,1,11,5.5,0,0,1,0,0
0,8706,9509,0.14,1,16,9.0,0,0,0,1,0
7,9201,9601,0.44,4,10,9.8,0,0,1,0,0
5,9509,9511,0.13,2,6,13.0,0,0,0,1,1
4,9301,9505,0.11,1,15,9.4,0,0,0,1,1
2,9402,9511,0.23,3,14,12.22,0,0,1,0,0
5,9209,9601,0.11,2,16,11.6,0,0,0,1,0
3,8704,9505,0.23,1,13,6.4,0,0,1,0,0
5,9402,9601,0.2,4,10,7.57,0,0,1,0,0
5,8803,9701,0.08,1,100,69.25,0,1,0,0,0
4,9601,9601,0.07,1,15,15.0,0,0,0,1,1
7,8809,9512,0.15,2,25,20.81,0,1,0,0,0
2,8612,9702,0.23,1,15,11.11,0,0,0,1,0
3,9507,9511,0.13,3,20,25.0,0,1,0,0,1
6,9010,9512,0.15,2,20,8.75,0,0,0,1,1
7,9411,9508,0.08,1,20,15.0,0,0,0,1,1
5,9504,9504,0.06,1,20,20.0,0,0,0,1,1
3,8612,9601,0.35,4,5,6.35,0,0,0,0,0
2,9103,9602,0.15,3,11,8.14,0,0,1,0,0
7,9101,9512,0.13,2,15,7.4,0,0,0,1,1
0,9101,9511,0.07,1,50,31.25,0,1,0,0,1
1,8910,9512,0.14,1,19,15.44,0,0,0,1,0
3,8812,9512,0.1,2,20,15.0,0,0,0,1,1
0,8807,9612,0.23,1,13,15.45,0,0,0,1,0
0,9501,9512,0.16,3,25,14.0,0,1,0,0,1
5,9001,9512,0.15,3,25,22.0,0,1,0,0,1
1,9011,9512,0.18,2,15,7.88,0,0,0,1,1
5,8801,9512,0.17,1,10,9.63,0,0,1,0,1
0,9201,9512,0.18,1,20,7.0,0,0,0,1,0
6,9602,9602,0.07,1,15,15.0,0,0,0,1,1
6,9203,9510,0.09,1,20,17.5,0,0,0,1,1
0,9205,9512,0.16,3,10,7.37,0,0,1,0,0
2,8907,9504,0.12,1,15,6.85,0,0,0,1,1
0,9512,9512,0.07,1,25,25.0,0,1,0,0,1
4,9302,9512,0.13,2,30,18.2,0,1,0,0,1
1,9101,9503,0.11,1,18,13.87,0,0,0,1,1
4,8809,9612,0.16,2,25,20.47,0,1,0,0,0
0,9110,9512,0.07,1,30,23.33,0,1,0,0,1
0,8608,9512,0.33,1,10,4.96,0,0,1,0,0
